iter;dataset;cls;method;nr_events;param;value;score
2;production;xgboost;prefix_index;1;colsample_bytree;0.94920326147011;0.19375
2;production;xgboost;prefix_index;2;colsample_bytree;0.94920326147011;0.2124017957351291
2;production;xgboost;prefix_index;3;colsample_bytree;0.94920326147011;0.17515151515151514
2;production;xgboost;prefix_index;4;colsample_bytree;0.94920326147011;0.25286041189931346
2;production;xgboost;prefix_index;5;colsample_bytree;0.94920326147011;0.19883040935672514
2;production;xgboost;prefix_index;6;colsample_bytree;0.94920326147011;0.22916666666666666
2;production;xgboost;prefix_index;7;colsample_bytree;0.94920326147011;0.14955357142857142
2;production;xgboost;prefix_index;8;colsample_bytree;0.94920326147011;0.2083333333333333
2;production;xgboost;prefix_index;9;colsample_bytree;0.94920326147011;0.17272727272727273
2;production;xgboost;prefix_index;10;colsample_bytree;0.94920326147011;0.20714285714285716
2;production;xgboost;prefix_index;11;colsample_bytree;0.94920326147011;0.17592592592592593
2;production;xgboost;prefix_index;12;colsample_bytree;0.94920326147011;0.13392857142857142
2;production;xgboost;prefix_index;13;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;14;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;15;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;16;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;17;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;18;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;19;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;20;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;21;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;22;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;23;colsample_bytree;0.94920326147011;0.16666666666666666
2;production;xgboost;prefix_index;1;learning_rate;1.9059858754299486;0.19375
2;production;xgboost;prefix_index;2;learning_rate;1.9059858754299486;0.2124017957351291
2;production;xgboost;prefix_index;3;learning_rate;1.9059858754299486;0.17515151515151514
2;production;xgboost;prefix_index;4;learning_rate;1.9059858754299486;0.25286041189931346
2;production;xgboost;prefix_index;5;learning_rate;1.9059858754299486;0.19883040935672514
2;production;xgboost;prefix_index;6;learning_rate;1.9059858754299486;0.22916666666666666
2;production;xgboost;prefix_index;7;learning_rate;1.9059858754299486;0.14955357142857142
2;production;xgboost;prefix_index;8;learning_rate;1.9059858754299486;0.2083333333333333
2;production;xgboost;prefix_index;9;learning_rate;1.9059858754299486;0.17272727272727273
2;production;xgboost;prefix_index;10;learning_rate;1.9059858754299486;0.20714285714285716
2;production;xgboost;prefix_index;11;learning_rate;1.9059858754299486;0.17592592592592593
2;production;xgboost;prefix_index;12;learning_rate;1.9059858754299486;0.13392857142857142
2;production;xgboost;prefix_index;13;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;14;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;15;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;16;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;17;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;18;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;19;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;20;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;21;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;22;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;23;learning_rate;1.9059858754299486;0.16666666666666666
2;production;xgboost;prefix_index;1;max_depth;18;0.19375
2;production;xgboost;prefix_index;2;max_depth;18;0.2124017957351291
2;production;xgboost;prefix_index;3;max_depth;18;0.17515151515151514
2;production;xgboost;prefix_index;4;max_depth;18;0.25286041189931346
2;production;xgboost;prefix_index;5;max_depth;18;0.19883040935672514
2;production;xgboost;prefix_index;6;max_depth;18;0.22916666666666666
2;production;xgboost;prefix_index;7;max_depth;18;0.14955357142857142
2;production;xgboost;prefix_index;8;max_depth;18;0.2083333333333333
2;production;xgboost;prefix_index;9;max_depth;18;0.17272727272727273
2;production;xgboost;prefix_index;10;max_depth;18;0.20714285714285716
2;production;xgboost;prefix_index;11;max_depth;18;0.17592592592592593
2;production;xgboost;prefix_index;12;max_depth;18;0.13392857142857142
2;production;xgboost;prefix_index;13;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;14;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;15;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;16;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;17;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;18;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;19;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;20;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;21;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;22;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;23;max_depth;18;0.16666666666666666
2;production;xgboost;prefix_index;1;min_child_weight;4;0.19375
2;production;xgboost;prefix_index;2;min_child_weight;4;0.2124017957351291
2;production;xgboost;prefix_index;3;min_child_weight;4;0.17515151515151514
2;production;xgboost;prefix_index;4;min_child_weight;4;0.25286041189931346
2;production;xgboost;prefix_index;5;min_child_weight;4;0.19883040935672514
2;production;xgboost;prefix_index;6;min_child_weight;4;0.22916666666666666
2;production;xgboost;prefix_index;7;min_child_weight;4;0.14955357142857142
2;production;xgboost;prefix_index;8;min_child_weight;4;0.2083333333333333
2;production;xgboost;prefix_index;9;min_child_weight;4;0.17272727272727273
2;production;xgboost;prefix_index;10;min_child_weight;4;0.20714285714285716
2;production;xgboost;prefix_index;11;min_child_weight;4;0.17592592592592593
2;production;xgboost;prefix_index;12;min_child_weight;4;0.13392857142857142
2;production;xgboost;prefix_index;13;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;14;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;15;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;16;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;17;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;18;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;19;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;20;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;21;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;22;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;23;min_child_weight;4;0.16666666666666666
2;production;xgboost;prefix_index;1;subsample;0.6035581121198346;0.19375
2;production;xgboost;prefix_index;2;subsample;0.6035581121198346;0.2124017957351291
2;production;xgboost;prefix_index;3;subsample;0.6035581121198346;0.17515151515151514
2;production;xgboost;prefix_index;4;subsample;0.6035581121198346;0.25286041189931346
2;production;xgboost;prefix_index;5;subsample;0.6035581121198346;0.19883040935672514
2;production;xgboost;prefix_index;6;subsample;0.6035581121198346;0.22916666666666666
2;production;xgboost;prefix_index;7;subsample;0.6035581121198346;0.14955357142857142
2;production;xgboost;prefix_index;8;subsample;0.6035581121198346;0.2083333333333333
2;production;xgboost;prefix_index;9;subsample;0.6035581121198346;0.17272727272727273
2;production;xgboost;prefix_index;10;subsample;0.6035581121198346;0.20714285714285716
2;production;xgboost;prefix_index;11;subsample;0.6035581121198346;0.17592592592592593
2;production;xgboost;prefix_index;12;subsample;0.6035581121198346;0.13392857142857142
2;production;xgboost;prefix_index;13;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;14;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;15;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;16;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;17;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;18;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;19;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;20;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;21;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;22;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;23;subsample;0.6035581121198346;0.16666666666666666
2;production;xgboost;prefix_index;0;processing_time;45.340052127838135;0
3;production;xgboost;prefix_index;1;colsample_bytree;0.9247964042129654;0.16666666666666666
3;production;xgboost;prefix_index;2;colsample_bytree;0.9247964042129654;0.17283950617283952
3;production;xgboost;prefix_index;3;colsample_bytree;0.9247964042129654;0.2193939393939394
