Prefix Length,Feature Vector Length,SHAP Running Time,LIME Running Time
1,11,0.011715888977050781,0.3397653102874756
1,11,0.012691974639892578,0.3368372917175293
1,11,0.011715412139892578,0.3182861804962158
1,11,0.011716127395629883,0.3485524654388428
1,11,0.01171565055847168,0.36026906967163086
1,11,0.01171565055847168,0.3348841667175293
1,11,0.01171565055847168,0.3407418727874756
1,11,0.01171565055847168,0.3495292663574219
1,11,0.01171565055847168,0.3358604907989502
1,11,0.01171565055847168,0.34952878952026367
1,11,0.01269221305847168,0.3387892246246338
1,11,0.011716365814208984,0.3514821529388428
1,11,0.012691497802734375,0.35929226875305176
1,11,0.011716127395629883,0.336836576461792
1,11,0.012691736221313477,0.349529504776001
1,11,0.011715412139892578,0.3495290279388428
1,11,0.011715888977050781,0.36417412757873535
1,11,0.01269221305847168,0.3475761413574219
1,11,0.011716127395629883,0.3368363380432129
1,11,0.011715888977050781,0.3495290279388428
1,11,0.011716127395629883,0.348552942276001
1,11,0.011715173721313477,0.3358604907989502
1,11,0.01171565055847168,0.37100839614868164
1,11,0.012692689895629883,0.31047511100769043
1,11,0.011715888977050781,0.3475770950317383
1,11,0.011715412139892578,0.3495290279388428
1,11,0.01171565055847168,0.346599817276001
1,11,0.011715888977050781,0.3407418727874756
1,11,0.01269221305847168,0.3348841667175293
1,11,0.011715173721313477,0.3387894630432129
1,11,0.011715888977050781,0.3378129005432129
1,11,0.01269221305847168,0.3407423496246338
1,11,0.01171565055847168,0.3378133773803711
1,11,0.012691497802734375,0.3407425880432129
1,11,0.011715412139892578,0.3358604907989502
1,11,0.012691974639892578,0.3387892246246338
1,11,0.011715888977050781,0.3485527038574219
1,11,0.01171565055847168,0.3387892246246338
1,11,0.011715888977050781,0.3251206874847412
1,11,0.01171565055847168,0.3368368148803711
1,11,0.011715888977050781,0.3368370532989502
1,11,0.011715412139892578,0.3251214027404785
1,11,0.011715412139892578,0.35245800018310547
1,11,0.01171565055847168,0.3358602523803711
1,11,0.011715412139892578,0.3456234931945801
1,11,0.012692451477050781,0.3358602523803711
1,11,0.011715888977050781,0.35245800018310547
1,11,0.011716127395629883,0.3378126621246338
1,11,0.012692689895629883,0.3231673240661621
1,11,0.012692689895629883,0.35050487518310547
1,11,0.011716127395629883,0.336836576461792
1,11,0.01269221305847168,0.3407416343688965
1,11,0.011716365814208984,0.3436706066131592
1,11,0.01269221305847168,0.33684206008911133
1,11,0.011710166931152344,0.3466000556945801
1,11,0.011716127395629883,0.3378129005432129
1,11,0.011715412139892578,0.3495292663574219
1,11,0.012691974639892578,0.318286657333374
1,11,0.011715888977050781,0.3397653102874756
1,11,0.01171565055847168,0.35929250717163086
1,11,0.012691974639892578,0.337813138961792
1,11,0.012692451477050781,0.3436710834503174
1,11,0.011715412139892578,0.3485527038574219
1,11,0.01171565055847168,0.3387894630432129
1,11,0.012691974639892578,0.338789701461792
1,11,0.012691974639892578,0.336836576461792
1,11,0.011715888977050781,0.3397655487060547
1,11,0.011715888977050781,0.37588977813720703
1,11,0.011716127395629883,0.36026883125305176
1,11,0.011715888977050781,0.3378129005432129
1,11,0.01171565055847168,0.3495290279388428
1,11,0.011715888977050781,0.3358597755432129
1,11,0.011716127395629883,0.3485538959503174
1,11,0.011714696884155273,0.3407421112060547
1,11,0.011716127395629883,0.3417179584503174
1,11,0.01171565055847168,0.338789701461792
1,11,0.011716127395629883,0.3241438865661621
1,11,0.012692451477050781,0.3387887477874756
1,11,0.011716365814208984,0.30461716651916504
1,11,0.011716127395629883,0.35050511360168457
1,11,0.01171565055847168,0.3397657871246338
1,11,0.011715888977050781,0.3485527038574219
1,11,0.012691974639892578,0.3358607292175293
1,11,0.01171565055847168,0.3387894630432129
1,11,0.01171565055847168,0.327073335647583
1,11,0.01171565055847168,0.3495290279388428
1,11,0.01171565055847168,0.3514821529388428
1,11,0.011715412139892578,0.3466000556945801
1,11,0.01269221305847168,0.348552942276001
1,11,0.011715888977050781,0.3378124237060547
1,11,0.011716127395629883,0.335860013961792
1,11,0.011716365814208984,0.35050487518310547
1,11,0.011715888977050781,0.36515045166015625
1,11,0.011715888977050781,0.3212149143218994
1,11,0.012692451477050781,0.3387887477874756
1,11,0.011716127395629883,0.3378133773803711
1,11,0.012691974639892578,0.3495292663574219
1,11,0.011715412139892578,0.3358604907989502
1,11,0.011716127395629883,0.3407416343688965
1,11,0.011715888977050781,0.3173098564147949
1,11,0.012691974639892578,0.3231680393218994
1,11,0.01269221305847168,0.3475770950317383
1,11,0.012691020965576172,0.3192627429962158
1,11,0.011716127395629883,0.35441040992736816
1,11,0.011715888977050781,0.3358604907989502
1,11,0.011715888977050781,0.3407416343688965
1,11,0.01171565055847168,0.3495290279388428
1,11,0.01269221305847168,0.3475766181945801
1,11,0.01171565055847168,0.30461764335632324
1,11,0.01171565055847168,0.36124515533447266
1,11,0.011716127395629883,0.3446469306945801
1,11,0.01171565055847168,0.30559396743774414
1,11,0.011715888977050781,0.3475770950317383
1,11,0.012691259384155273,0.3466002941131592
1,11,0.01171565055847168,0.348552942276001
1,11,0.01171565055847168,0.35636305809020996
1,11,0.011715888977050781,0.3358607292175293
1,11,0.011715412139892578,0.3348844051361084
1,11,0.012691974639892578,0.346599817276001
1,11,0.011715888977050781,0.35929274559020996
1,11,0.011715412139892578,0.30949950218200684
1,11,0.011715888977050781,0.37003183364868164
1,11,0.011715888977050781,0.3358597755432129
1,11,0.011716127395629883,0.3407418727874756
1,11,0.011715888977050781,0.35245800018310547
1,11,0.012692451477050781,0.3387892246246338
1,11,0.01269221305847168,0.30657029151916504
1,11,0.011715412139892578,0.3417186737060547
1,11,0.012691974639892578,0.337813138961792
1,11,0.011715412139892578,0.3348839282989502
1,11,0.011716365814208984,0.3485524654388428
1,11,0.01171565055847168,0.3417189121246338
1,11,0.011715173721313477,0.37393760681152344
1,11,0.012691974639892578,0.327073335647583
1,11,0.011715888977050781,0.346599817276001
1,11,0.011715888977050781,0.3485527038574219
1,11,0.011715888977050781,0.3475766181945801
1,11,0.011715173721313477,0.338789701461792
1,11,0.01171565055847168,0.3348851203918457
1,11,0.012691020965576172,0.35050535202026367
1,11,0.01269221305847168,0.3387892246246338
1,11,0.011716127395629883,0.3417179584503174
1,11,0.012692451477050781,0.3397660255432129
1,11,0.012691736221313477,0.346599817276001
1,11,0.011715888977050781,0.3339080810546875
1,11,0.012691974639892578,0.3358604907989502
1,11,0.01269221305847168,0.35929203033447266
1,11,0.01171565055847168,0.3426945209503174
1,11,0.011716127395629883,0.3456239700317383
1,11,0.011715173721313477,0.35245847702026367
1,11,0.01171565055847168,0.37393760681152344
1,11,0.01171565055847168,0.3378129005432129
1,11,0.011715888977050781,0.3358604907989502
1,11,0.011715412139892578,0.348552942276001
1,11,0.01171565055847168,0.35343503952026367
1,11,0.011715173721313477,0.3436706066131592
1,11,0.011716127395629883,0.31242799758911133
1,11,0.011716127395629883,0.3397660255432129
1,11,0.011715412139892578,0.3446471691131592
1,11,0.011716127395629883,0.3182861804962158
1,11,0.01171565055847168,0.3348841667175293
1,11,0.011715412139892578,0.337813138961792
1,11,0.011716365814208984,0.31047487258911133
1,11,0.011715888977050781,0.3368370532989502
1,11,0.01171565055847168,0.35245847702026367
1,11,0.012691497802734375,0.30657029151916504
1,11,0.011715888977050781,0.3446471691131592
1,11,0.01171565055847168,0.3387894630432129
1,11,0.01269221305847168,0.3348844051361084
1,11,0.011715412139892578,0.35148143768310547
1,11,0.01269221305847168,0.3368368148803711
1,11,0.01171565055847168,0.3153572082519531
1,11,0.01269221305847168,0.3368368148803711
1,11,0.01171565055847168,0.3456234931945801
1,11,0.011715888977050781,0.335860013961792
1,11,0.011716127395629883,0.3397657871246338
1,11,0.01171565055847168,0.349529504776001
1,11,0.01171565055847168,0.30461740493774414
1,11,0.01171565055847168,0.3407418727874756
1,11,0.011715888977050781,0.3368368148803711
1,11,0.011715888977050781,0.3348841667175293
1,11,0.01269221305847168,0.3407418727874756
1,11,0.013668298721313477,0.3387894630432129
1,11,0.012691736221313477,0.3475773334503174
1,11,0.011715173721313477,0.3387892246246338
1,11,0.011715888977050781,0.3378126621246338
1,11,0.011715888977050781,0.3397660255432129
1,11,0.01171565055847168,0.3368370532989502
1,11,0.012691497802734375,0.3329312801361084
1,11,0.011715888977050781,0.3397657871246338
1,11,0.013668298721313477,0.336836576461792
1,11,0.011715888977050781,0.3417181968688965
1,11,0.011715888977050781,0.3182864189147949
1,11,0.011715888977050781,0.34952878952026367
1,11,0.011716127395629883,0.3387889862060547
1,11,0.011715888977050781,0.34952878952026367
1,11,0.011716127395629883,0.35343408584594727
1,11,0.011715888977050781,0.346599817276001
1,11,0.01269221305847168,0.3417184352874756
1,11,0.011716127395629883,0.34952878952026367
1,11,0.01269221305847168,0.3475770950317383
1,11,0.012691497802734375,0.3466002941131592
1,11,0.011715412139892578,0.35050535202026367
1,11,0.011715888977050781,0.3446474075317383
1,11,0.011715412139892578,0.3309788703918457
1,11,0.011716127395629883,0.34952878952026367
1,11,0.011715888977050781,0.3378126621246338
1,11,0.011715888977050781,0.3485527038574219
1,11,0.012691974639892578,0.3397657871246338
1,11,0.012692451477050781,0.3358595371246338
1,11,0.011716365814208984,0.3387892246246338
1,11,0.011715888977050781,0.3387894630432129
1,11,0.011715888977050781,0.34952855110168457
1,11,0.011715888977050781,0.31047534942626953
1,11,0.012692451477050781,0.34952878952026367
1,11,0.011716127395629883,0.347576379776001
1,11,0.01171565055847168,0.31145215034484863
1,11,0.01171565055847168,0.34952878952026367
1,11,0.011715888977050781,0.337813138961792
1,11,0.011715888977050781,0.3456239700317383
1,11,0.011715173721313477,0.3348841667175293
1,11,0.012691974639892578,0.3348839282989502
1,11,0.011716127395629883,0.3192625045776367
1,11,0.012691974639892578,0.3407418727874756
1,11,0.011716127395629883,0.3339073657989502
1,11,0.01171565055847168,0.3485531806945801
1,11,0.012691736221313477,0.3407425880432129
1,11,0.012691974639892578,0.3475759029388428
1,11,0.011715888977050781,0.3456242084503174
1,11,0.01269221305847168,0.3465993404388428
1,11,0.011716127395629883,0.3495292663574219
1,11,0.011715888977050781,0.37881946563720703
1,11,0.011714935302734375,0.36319804191589355
1,11,0.01269221305847168,0.34952878952026367
2,21,0.013652324676513672,0.5965416431427002
2,21,0.01366877555847168,0.5955662727355957
2,21,0.013668298721313477,0.6092352867126465
2,21,0.013667821884155273,0.5652995109558105
2,21,0.01366877555847168,0.6063055992126465
2,21,0.013668537139892578,0.6043529510498047
2,21,0.013669013977050781,0.6609807014465332
2,21,0.013667821884155273,0.5984954833984375
2,21,0.013668298721313477,0.6053295135498047
2,21,0.013668537139892578,0.6053290367126465
2,21,0.013668537139892578,0.5975191593170166
2,21,0.013668060302734375,0.5984952449798584
2,21,0.013668298721313477,0.601423978805542
2,21,0.01366877555847168,0.5926377773284912
2,21,0.013667821884155273,0.6072816848754883
2,21,0.013669013977050781,0.6043534278869629
2,21,0.013668060302734375,0.5926368236541748
2,21,0.014644861221313477,0.5945894718170166
2,21,0.01366877555847168,0.6609804630279541
2,21,0.015621423721313477,0.6092343330383301
2,21,0.013668537139892578,0.5945897102355957
2,21,0.01269221305847168,0.5916604995727539
2,21,0.014645099639892578,0.5955660343170166
2,21,0.013669013977050781,0.6043527126312256
2,21,0.014644861221313477,0.5818970203399658
2,21,0.01269221305847168,0.5994718074798584
2,21,0.013668298721313477,0.6063055992126465
2,21,0.013668537139892578,0.5926368236541748
2,21,0.013668537139892578,0.5926370620727539
2,21,0.012691974639892578,0.5984950065612793
2,21,0.013668537139892578,0.5604181289672852
2,21,0.014644622802734375,0.6268095970153809
2,21,0.013667583465576172,0.5955667495727539
2,21,0.013668537139892578,0.6053290367126465
2,21,0.013668298721313477,0.5975186824798584
2,21,0.01366877555847168,0.5936131477355957
2,21,0.013668537139892578,0.6033768653869629
2,21,0.014644622802734375,0.6053295135498047
2,21,0.013668537139892578,0.5936133861541748
2,21,0.013668298721313477,0.5965421199798584
2,21,0.013669013977050781,0.6629328727722168
2,21,0.013668537139892578,0.6004481315612793
2,21,0.015620946884155273,0.6248569488525391
2,21,0.013667583465576172,0.6043529510498047
2,21,0.013669013977050781,0.6014237403869629
2,21,0.014644861221313477,0.5828735828399658
2,21,0.01366877555847168,0.5926368236541748
2,21,0.013668537139892578,0.6053297519683838
2,21,0.013668060302734375,0.5945899486541748
2,21,0.013668298721313477,0.5965421199798584
2,21,0.01366877555847168,0.6072824001312256
2,21,0.013668060302734375,0.5955660343170166
2,21,0.013668298721313477,0.6024007797241211
2,21,0.013668060302734375,0.5936136245727539
2,21,0.013669013977050781,0.5662751197814941
2,21,0.013669252395629883,0.5936126708984375
2,21,0.01366877555847168,0.6033775806427002
2,21,0.013668060302734375,0.5740869045257568
2,21,0.013667583465576172,0.6043539047241211
2,21,0.013668060302734375,0.5945894718170166
2,21,0.013668537139892578,0.6131405830383301
2,21,0.013668060302734375,0.5994710922241211
2,21,0.01366877555847168,0.6170454025268555
2,21,0.013668537139892578,0.5965425968170166
2,21,0.013668298721313477,0.6033768653869629
2,21,0.013668298721313477,0.6160690784454346
2,21,0.014644861221313477,0.5682287216186523
2,21,0.020502805709838867,0.5848262310028076
2,21,0.01366877555847168,0.6053292751312256
2,21,0.013668537139892578,0.5662760734558105
2,21,0.013668060302734375,0.6024007797241211
2,21,0.013668298721313477,0.5936131477355957
2,21,0.013668537139892578,0.5897080898284912
2,21,0.013668537139892578,0.5945894718170166
2,21,0.013669013977050781,0.6043529510498047
2,21,0.013668298721313477,0.594590425491333
2,21,0.013667821884155273,0.5926365852355957
2,21,0.012692689895629883,0.601423978805542
2,21,0.013668298721313477,0.5945899486541748
2,21,0.013668298721313477,0.6043529510498047
2,21,0.014644861221313477,0.6063058376312256
2,21,0.01366877555847168,0.5818972587585449
2,21,0.013668298721313477,0.601423978805542
2,21,0.013668537139892578,0.6082589626312256
2,21,0.013668060302734375,0.5965430736541748
2,21,0.013668060302734375,0.6033763885498047
2,21,0.014644861221313477,0.592637300491333
2,21,0.013668298721313477,0.6053292751312256
2,21,0.013668537139892578,0.6004478931427002
2,21,0.013668298721313477,0.6072824001312256
2,21,0.013668537139892578,0.5965418815612793
2,21,0.01366877555847168,0.5936131477355957
2,21,0.013668537139892578,0.5965425968170166
2,21,0.013668537139892578,0.5955657958984375
2,21,0.013668298721313477,0.6072826385498047
2,21,0.013668298721313477,0.5916604995727539
2,21,0.01366877555847168,0.6580512523651123
2,21,0.012692451477050781,0.5916604995727539
2,21,0.013668537139892578,0.5955660343170166
2,21,0.014644861221313477,0.5916604995727539
2,21,0.01366877555847168,0.5965421199798584
2,21,0.013668537139892578,0.5984954833984375
2,21,0.013668298721313477,0.6014242172241211
2,21,0.013668298721313477,0.6063055992126465
2,21,0.013668537139892578,0.5945897102355957
2,21,0.013668298721313477,0.6033775806427002
2,21,0.013668060302734375,0.5955657958984375
2,21,0.013668298721313477,0.6033768653869629
2,21,0.01366877555847168,0.5906844139099121
2,21,0.013668298721313477,0.5965423583984375
2,21,0.013668298721313477,0.5975191593170166
2,21,0.013668060302734375,0.6609811782836914
2,21,0.013668060302734375,0.6092348098754883
2,21,0.01464533805847168,0.5926363468170166
2,21,0.01366877555847168,0.5994715690612793
2,21,0.013668298721313477,0.5936131477355957
2,21,0.013668537139892578,0.5984950065612793
2,21,0.013668537139892578,0.602400541305542
2,21,0.013668298721313477,0.5906844139099121
2,21,0.013668537139892578,0.6014242172241211
2,21,0.013668537139892578,0.5887317657470703
2,21,0.013668298721313477,0.6043529510498047
2,21,0.013668537139892578,0.5906844139099121
2,21,0.013668537139892578,0.5945894718170166
2,21,0.013668537139892578,0.6033775806427002
2,21,0.013667821884155273,0.6053295135498047
2,21,0.013668060302734375,0.6033780574798584
2,21,0.013667583465576172,0.5965421199798584
2,21,0.013668537139892578,0.6307144165039062
2,21,0.013668537139892578,0.5779914855957031
2,21,0.013669252395629883,0.609234094619751
2,21,0.01366877555847168,0.5916604995727539
2,21,0.014644861221313477,0.5936136245727539
2,21,0.013668537139892578,0.5926363468170166
2,21,0.013669013977050781,0.6033773422241211
2,21,0.013668060302734375,0.6209511756896973
2,21,0.013668060302734375,0.5926368236541748
2,21,0.013668298721313477,0.5936133861541748
2,21,0.013669013977050781,0.5984945297241211
2,21,0.013669013977050781,0.6043527126312256
2,21,0.013668298721313477,0.6102113723754883
2,21,0.013668537139892578,0.5965421199798584
2,21,0.013668537139892578,0.5955660343170166
2,21,0.013668537139892578,0.6072828769683838
2,21,0.013668060302734375,0.5770153999328613
2,21,0.01366877555847168,0.5936129093170166
2,21,0.013668537139892578,0.6092345714569092
2,21,0.01366877555847168,0.594590425491333
2,21,0.012691497802734375,0.5975189208984375
2,21,0.013668298721313477,0.6033768653869629
2,21,0.013668060302734375,0.5916609764099121
2,21,0.013668298721313477,0.591660737991333
2,21,0.013668298721313477,0.6043531894683838
2,21,0.01366877555847168,0.5926368236541748
2,21,0.01366877555847168,0.5936141014099121
2,21,0.013667583465576172,0.6033763885498047
2,21,0.013668537139892578,0.5672528743743896
2,21,0.013668298721313477,0.5965418815612793
2,21,0.013669013977050781,0.5926368236541748
2,21,0.01366877555847168,0.5965421199798584
2,21,0.012691974639892578,0.6053292751312256
2,21,0.01366877555847168,0.5926368236541748
2,21,0.013668537139892578,0.5623705387115479
2,21,0.01269221305847168,0.6082584857940674
2,21,0.014644861221313477,0.612163782119751
2,21,0.013668298721313477,0.5975186824798584
2,21,0.01366877555847168,0.5955665111541748
2,21,0.013667821884155273,0.5936131477355957
2,21,0.013668537139892578,0.5633468627929688
2,21,0.013668298721313477,0.5965428352355957
2,21,0.013668537139892578,0.6043527126312256
2,21,0.01366877555847168,0.560417652130127
2,21,0.013669013977050781,0.6063051223754883
2,21,0.01366877555847168,0.5955662727355957
2,21,0.013668060302734375,0.5945897102355957
2,21,0.013668298721313477,0.5975189208984375
2,21,0.01366877555847168,0.5945894718170166
2,21,0.013668298721313477,0.6004481315612793
2,21,0.013668298721313477,0.592637300491333
2,21,0.013668298721313477,0.6063055992126465
2,21,0.013669013977050781,0.5897080898284912
2,21,0.013668060302734375,0.6609807014465332
2,21,0.013668537139892578,0.6297376155853271
2,21,0.013668537139892578,0.5760390758514404
2,21,0.01366877555847168,0.6053292751312256
2,21,0.013668537139892578,0.6551227569580078
2,21,0.013668537139892578,0.5975184440612793
2,21,0.014645099639892578,0.5936133861541748
2,21,0.013668537139892578,0.601423978805542
2,21,0.013668537139892578,0.6053295135498047
2,21,0.014644622802734375,0.5965423583984375
2,21,0.014644622802734375,0.6053297519683838
2,21,0.01464533805847168,0.5916600227355957
2,21,0.014645814895629883,0.6365716457366943
2,21,0.014644861221313477,0.5955655574798584
2,21,0.014644861221313477,0.6268095970153809
2,21,0.014644384384155273,0.5994710922241211
2,21,0.01562190055847168,0.6463348865509033
2,21,0.013668537139892578,0.6180214881896973
2,21,0.013669013977050781,0.6717202663421631
2,21,0.013668298721313477,0.6072824001312256
2,21,0.014644384384155273,0.604353666305542
2,21,0.014644622802734375,0.6053287982940674
2,21,0.014645099639892578,0.6121635437011719
2,21,0.014645099639892578,0.591660737991333
2,21,0.013668298721313477,0.5916609764099121
2,21,0.013668298721313477,0.6609814167022705
2,21,0.013668060302734375,0.6102108955383301
2,21,0.013668298721313477,0.6209509372711182
2,21,0.013668537139892578,0.5897078514099121
2,21,0.01366877555847168,0.5887317657470703
2,21,0.013668537139892578,0.5877554416656494
2,21,0.013668060302734375,0.6043529510498047
